,Año,CO2 (kt),CO2 per cápita (toneladas métricas),hash
2543,2007,"123.321,21",11.974295522,78399
2544,2008,"116.724,28",11.240128968,78399
2545,2009,"107.626,45",10.30516177,78399
2546,2010,"111.168,77",10.61336839,78399
2547,2011,"109.485,62",10.431088135,78399
2579,1991,"929.973,20",11.622646171,53624
2580,1992,"891.975,75",11.063320254,53624
2581,1993,"877.645,11",10.814248933,53624
2582,1994,"865.558,68",10.628391922,53624
2583,1995,"864.110,22",10.579466631,53624
2584,1996,"889.614,20",10.8602336,53624
2585,1997,"862.276,72",10.511112599,53624
2586,1998,"855.364,42",10.425273161,53624
2587,1999,"822.460,43",10.017758766,53624
2588,2000,"829.977,78",10.095639883,53624
2589,2001,"853.662,93",10.366286697,53624
2590,2002,"828.771,34",10.047114279,53624
2591,2003,"823.391,85",9.976374478,53624
2592,2004,"817.711,66",9.909703421,53624
2593,2005,"797.279,14",9.667572788,53624
2594,2006,"805.845,25",9.782471109,53624
2595,2007,"780.627,29",9.489020532,53624
2596,2008,"782.152,77",9.525658763,53624
2597,2009,"721.064,21",8.803954839,53624
2598,2010,"750.697,24",9.179816838,53624
2599,2011,"729.457,98",8.917832846,53624
2600,1960,"40,337",0.482292314,84099
2601,1961,"44,004",0.497225957,84099
2602,1962,"47,671",0.506061571,84099
2603,1963,"66,006",0.655979806,84099
2604,1964,"84,341",0.783954863,84099
2605,1965,"121,011",1.05260823,84099
2606,1966,"139,346",1.134111404,84099
2607,1967,"88,008",0.669756398,84099
2608,1968,"121,011",0.861527399,84099
2609,1969,"84,341",0.562682216,84099
2610,1970,"139,346",0.872728867,84099
2611,1971,"161,348",0.95263624,84099
2612,1972,"190,684",1.064013571,84099
2613,1973,"179,683",0.943039636,84099
2614,1974,"194,351",0.947328144,84099
2615,1975,"198,018",0.883291254,84099
2616,1976,"198,018",0.79647171,84099
2617,1977,"198,018",0.713264799,84099
2618,1978,"201,685",0.654368894,84099
2619,1979,"363,033",1.079639201,84099
2620,1980,"348,365",0.970484177,84099
2621,1981,"300,694",0.802529071,84099
2622,1982,"348,365",0.905448572,84099
2623,1983,"348,365",0.886632494,84099
2624,1984,"352,032",0.870097803,84099
2625,1985,"359,366",0.848622098,84099
2626,1986,"377,701",0.837348249,84099
2627,1987,"388,702",0.800514864,84099
2628,1988,"355,699",0.679767078,84099
2629,1989,"396,036",0.708713158,84099
2630,1990,"377,701",0.64195997,84099
2631,1991,"381,368",0.624498304,84099
2632,1992,"392,369",0.625725007,84099
2633,1993,"407,037",0.636776359,84099
2634,1994,"403,37",0.620685729,84099
2635,1995,"399,703",0.604624884,84099
2636,1996,"407,037",0.604628328,84099
2637,1997,"366,7",0.534825653,84099
2638,1998,"392,369",0.561927144,84099
2639,1999,"421,705",0.593405774,84099
2640,2000,"363,033",0.502424705,84099
2641,2001,"326,363",0.444582938,84099
2642,2002,"407,037",0.546021981,84099
2643,2003,"429,039",0.567019888,84099
2644,2004,"410,704",0.535018837,84099
2645,2005,"421,705",0.54175456,84099
2646,2006,"418,038",0.529872323,84099
2647,2007,"462,042",0.578051792,84099
2648,2008,"498,712",0.615968351,84099
2649,2009,"462,042",0.563399208,84099
2650,2010,"517,047",0.622346841,84099
2651,2011,"473,043",0.561940931,84099
2652,1960,"11,001",0.18330112,61079
2653,1961,"11,001",0.180240845,61079
2654,1962,"11,001",0.177481285,61079
2655,1963,"14,668",0.233121424,61079
2656,1964,"14,668",0.229470753,61079
2657,1965,"14,668",0.22552969,61079
2658,1966,"14,668",0.221220119,61079
2659,1967,"22,002",0.325079046,61079
2660,1968,"22,002",0.318675589,61079
2661,1969,"18,335",0.261137697,61079
2662,1970,"25,669",0.36114863,61079
2663,1971,"25,669",0.358675908,61079
2664,1972,"25,669",0.357820929,61079
2665,1973,"25,669",0.35778103,61079
2666,1974,"29,336",0.408516801,61079
2667,1975,"29,336",0.40693013,61079
2668,1976,"29,336",0.403810153,61079
2669,1977,"25,669",0.349661495,61079
2670,1978,"25,669",0.345761662,61079
2671,1979,"33,003",0.440492239,61079
2672,1980,"36,67",0.486901332,61079
2673,1981,"36,67",0.486494375,61079
2674,1982,"40,337",0.536624628,61079
2675,1983,"40,337",0.539625418,61079
2676,1984,"44,004",0.592925958,61079
2677,1985,"47,671",0.647351983,61079
2678,1986,"47,671",0.652803834,61079
2679,1987,"47,671",0.658730378,61079
2680,1988,"55,005",0.766695009,61079
2681,1989,"58,672",0.823559136,61079
2682,1990,"58,672",0.827205053,61079
2683,1991,"58,672",0.828127426,61079
2684,1992,"58,672",0.826622334,61079
2685,1993,"62,339",0.875486272,61079
2686,1994,"69,673",0.976195147,61079
2687,1995,"80,674",1.130410414,61079
2688,1996,"73,34",1.030837995,61079
2689,1997,"80,674",1.140171858,61079
2690,1998,"77,007",1.09548332,61079
2691,1999,"80,674",1.154101456,61079
2692,2000,"102,676",1.473557313,61079
2693,2001,"113,677",1.631883434,61079
2694,2002,"102,676",1.470876429,61079
2695,2003,"113,677",1.622612692,61079
2696,2004,"110,01",1.564308567,61079
2697,2005,"113,677",1.611479686,61079
2698,2006,"110,01",1.556231433,61079
2699,2007,"150,347",2.123695176,61079
2700,2008,"128,345",1.81071091,61079
2701,2009,"128,345",1.807803366,61079
2702,2010,"135,679",1.906487557,61079
2703,2011,"124,678",1.746141565,61079
2704,1960,"29.779,71",6.502683093,56908
2705,1961,"31.734,22",6.881260155,56908
2706,1962,"36.926,69",7.945107361,56908
2707,1963,"40.707,37",8.6898313,56908
2708,1964,"43.189,93",9.146392939,56908
2709,1965,"44.337,70",9.316576004,56908
2710,1966,"50.127,89",10.449011659,56908
2711,1967,"49.075,46",10.149300548,56908
2712,1968,"53.325,51",10.961314794,56908
2713,1969,"59.401,73",12.14297486,56908
2714,1970,"62.100,65",12.599656465,56908
2715,1971,"57.062,19",11.497227151,56908
2716,1972,"59.643,76",11.948834601,56908
2717,1973,"59.266,05",11.801611793,56908
2718,1974,"55.078,34",10.916768626,56908
2719,1975,"55.778,74",11.023766458,56908
2720,1976,"60.135,13",11.854902894,56908
2721,1977,"61.847,62",12.154585147,56908
2722,1978,"61.117,89",11.973926228,56908
2723,1979,"62.999,06",12.312196624,56908
2724,1980,"60.369,82",11.784013826,56908
2725,1981,"51.789,04",10.111942388,56908
2726,1982,"53.695,88",10.491964532,56908
2727,1983,"50.175,56",9.810842233,56908
2728,1984,"50.861,29",9.950133216,56908
2729,1985,"60.072,79",11.74744309,56908
2730,1986,"58.903,02",11.503296531,56908
2731,1987,"58.341,97",11.379305032,56908
2732,1988,"55.107,68",10.74325063,56908
2733,1989,"48.785,77",9.505090019,56908
2734,1990,"50.230,57",9.770698699,56908
2735,1991,"60.270,81",11.693311485,56908
2736,1992,"54.322,94",10.504554499,56908
2737,1993,"57.065,85",10.99825503,56908
2738,1994,"61.000,55",11.716948895,56908
2739,1995,"57.172,20",10.924540827,56908
2740,1996,"72.181,23",13.714651932,56908
2741,1997,"61.557,93",11.64768852,56908
2742,1998,"59.552,08",11.227304152,56908
2743,1999,"55.148,01",10.362663641,56908
2744,2000,"51.330,67",9.613175554,56908
2745,2001,"52.918,48",9.875092348,56908
2746,2002,"52.049,40",9.68193193,56908
2747,2003,"55.998,76",10.388273494,56908
2748,2004,"50.600,93",9.362701019,56908
2749,2005,"47.095,28",8.690076931,56908
2750,2006,"54.986,67",10.11291416,56908
2751,2007,"50.256,24",9.20201511,56908
2752,2008,"46.955,94",8.547356106,56908
2753,2009,"44.513,71",8.05955954,56908
2754,2010,"46.570,90",8.394657734,56908
2755,2011,"40.377,34",7.248328717,56908
2756,1960,"1.041,43",0.316155334,110977
2757,1961,"1.030,43",0.302506327,110977
2758,1962,"1.243,11",0.353029129,110977
2759,1963,"1.250,45",0.343658929,110977
2760,1964,"1.749,16",0.465454148,110977
2761,1965,"1.547,47",0.39894126,110977
2762,1966,"1.672,15",0.41789414,110977
2763,1967,"1.569,48",0.380469161,110977
2764,1968,"2.350,55",0.553066499,110977
2765,1969,"2.654,91",0.606689677,110977
2766,1970,"3.109,62",0.690547919,110977
2767,1971,"3.523,99",0.760937217,110977
2768,1972,"4.675,43",0.982245556,110977
2769,1973,"5.966,21",1.220224128,110977
2770,1974,"6.417,25",1.278471377,110977
2771,1975,"6.340,24",1.231130923,110977
2772,1976,"6.332,91",1.199249459,110977
2773,1977,"5.614,18",1.037382663,110977
2774,1978,"5.449,16",0.982978685,110977
2775,1979,"6.809,62",1.199736255,110977
2776,1980,"6.457,59",1.111600233,110977
2777,1981,"6.167,89",1.037738633,110977
2778,1982,"6.340,24",1.043006237,110977
2779,1983,"7.913,39",1.273301381,110977
2780,1984,"7.444,01",1.171994901,110977
2781,1985,"7.293,66",1.124028931,110977
2782,1986,"8.181,08",1.234591817,110977
2783,1987,"9.754,22",1.441945841,110977
2784,1988,"9.834,89",1.424662705,110977
2785,1989,"10.366,61",1.471914996,110977
2786,1990,"9.229,84",1.284840456,110977
2787,1991,"10.043,91",1.371066238,110977
2788,1992,"10.923,99",1.46266565,110977
2789,1993,"11.763,74",1.545528895,110977
2790,1994,"12.475,13",1.609061051,110977
2791,1995,"15.885,44",2.012746914,110977
2792,1996,"17.326,58",2.157968488,110977
2793,1997,"18.001,30",2.205103244,110977
2794,1998,"18.397,34",2.217515361,110977
2795,1999,"18.562,35",2.202170904,110977
2796,2000,"19.790,80",2.311300988,110977
2797,2001,"19.816,47",2.278507374,110977
2798,2002,"21.330,94",2.415109633,110977
2799,2003,"21.514,29",2.399070827,110977
2800,2004,"18.309,33",2.011351976,110977
2801,2005,"18.639,36",2.017778603,110977
2802,2006,"19.710,13",2.103236007,110977
2803,2007,"21.301,60",2.241251046,110977
2804,2008,"21.415,28",2.222311005,110977
2805,2009,"20.546,20",2.103476066,110977
2806,2010,"21.363,94",2.158413689,110977
2807,2011,"21.888,32",2.182907888,110977
2808,1960,"6.160,56",0.553763578,87922
2809,1961,"6.065,22",0.531809994,87922
2810,1962,"5.669,18",0.48495366,87922
2811,1963,"5.427,16",0.452824458,87922
2812,1964,"5.650,85",0.459568917,87922
2813,1965,"6.596,93",0.522448527,87922
2814,1966,"8.430,43",0.649480608,87922
2815,1967,"8.441,43",0.632118427,87922
2816,1968,"9.061,16",0.659262551,87922
2817,1969,"11.276,03",0.797205643,87922
2818,1970,"15.075,04",1.036082667,87922
2819,1971,"18.668,70",1.247898294,87922
2820,1972,"28.349,58",1.843623714,87922
2821,1973,"38.312,82",2.424182387,87922
2822,1974,"31.906,57",1.963829943,87922
2823,1975,"32.031,25",1.916994263,87922
2824,1976,"39.170,89",2.278671101,87922
2825,1977,"41.891,81",2.368082096,87922
2826,1978,"62.529,68",3.43337072,87922
2827,1979,"45.621,15",2.43173222,87922
2828,1980,"66.519,38",3.439876556,87922
2829,1981,"46.438,89",2.328502978,87922
2830,1982,"39.269,90",1.908557235,87922
2831,1983,"52.625,12",2.479009,87922
2832,1984,"71.103,13",3.247629232,87922
2833,1985,"72.786,28",3.22549764,87922
2834,1986,"76.277,27",3.281974148,87922
2835,1987,"84.120,98",3.517073769,87922
2836,1988,"83.948,63",3.413726487,87922
2837,1989,"80.046,94",3.169213147,87922
2838,1990,"78.924,84",3.045837153,87922
2839,1991,"81.220,38",3.05865541,87922
2840,1992,"81.935,45",3.014447082,87922
2841,1993,"82.294,81",2.961739082,87922
2842,1994,"86.500,86",3.049884255,87922
2843,1995,"95.345,67",3.298667223,87922
2844,1996,"97.131,50",3.302462522,87922
2845,1997,"88.195,02",2.950878349,87922
2846,1998,"107.080,07",3.529699396,87922
2847,1999,"92.118,71",2.994118743,87922
2848,2000,"87.930,99",2.819778007,87922
2849,2001,"84.293,33",2.668327798,87922
2850,2002,"90.853,59",2.840027912,87922
2851,2003,"92.533,08",2.856410052,87922
2852,2004,"89.493,14",2.727017138,87922
2853,2005,"107.127,74",3.220154559,87922
2854,2006,"100.919,51",2.990267154,87922
2855,2007,"109.294,94",3.189978037,87922
2856,2008,"111.575,81",3.205182841,87922
2857,2009,"121.374,03",3.428471639,87922
2858,2010,"119.276,51",3.309911831,87922
2859,2011,"121.755,40",3.316037892,87922
2860,1960,"1.763,83",0.388033962,57766
2861,1961,"1.646,48",0.352048961,57766
2862,1962,"1.565,81",0.325336409,57766
2863,1963,"1.796,83",0.362722269,57766
2864,1964,"2.145,20",0.420670187,57766
2865,1965,"2.277,21",0.4337438,57766
2866,1966,"2.420,22",0.447716962,57766
2867,1967,"2.592,57",0.465781971,57766
2868,1968,"3.116,95",0.543884145,57766
2869,1969,"3.593,66",0.609111227,57766
2870,1970,"4.283,06",0.705317726,57766
2871,1971,"4.224,38",0.676027884,57766
2872,1972,"4.594,75",0.714723972,57766
2873,1973,"5.262,15",0.795857812,57766
2874,1974,"6.090,89",0.895955182,57766
2875,1975,"7.363,34",1.053803042,57766
2876,1976,"8.111,40",1.129816577,57766
2877,1977,"7.484,35",1.01493199,57766
2878,1978,"10.425,28",1.376828541,57766
2879,1979,"12.167,11",1.565373826,57766
2880,1980,"13.443,22",1.685364252,57766
2881,1981,"16.692,18",2.039812816,57766
2882,1982,"19.288,42",2.298173404,57766
2883,1983,"19.556,11",2.272324509,57766
2884,1984,"21.257,60",2.409135417,57766
2885,1985,"19.431,43",2.148074553,57766
2886,1986,"15.276,72",1.647458051,57766
2887,1987,"15.115,37",1.59040026,57766
2888,1988,"17.271,57",1.773411291,57766
2889,1989,"20.267,51",2.031345804,57766
2890,1990,"16.835,20",1.647588271,57766
2891,1991,"16.486,83",1.576030103,57766
2892,1992,"22.302,69",2.083259992,57766
2893,1993,"24.187,53",2.208664986,57766
2894,1994,"13.637,57",1.218023689,57766
2895,1995,"22.812,41",1.993991124,57766
2896,1996,"23.890,51",2.044810707,57766
2897,1997,"18.276,33",1.532607278,57766
2898,1998,"22.229,35",1.82748771,57766
2899,1999,"21.272,27",1.715686519,57766
2900,2000,"20.942,24",1.658318708,57766
2901,2001,"23.446,80",1.824262709,57766
2902,2002,"24.689,91",1.88875499,57766
2903,2003,"26.523,41",1.995802056,57766
2904,2004,"28.657,61",2.121270026,57766
2905,2005,"29.908,05",2.177469736,57766
2906,2006,"28.859,29",2.066175813,57766
2907,2007,"31.308,85",2.203997908,57766
2908,2008,"29.827,38",2.064521305,57766
2909,2009,"34.601,81",2.355257087,57766
2910,2010,"34.249,78",2.293303404,57766
2911,2011,"35.727,58",2.354017387,57766
2912,1960,"16.054,13",0.593007187,84113
2913,1961,"17.088,22",0.614463121,84113
2914,1962,"18.595,36",0.651081042,84113
2915,1963,"21.554,63",0.735083038,84113
2916,1964,"25.522,32",0.848084351,84113
2917,1965,"27.641,85",0.895340981,84113
2918,1966,"26.563,75",0.839007617,84113
2919,1967,"19.677,12",0.606260151,84113
2920,1968,"22.904,08",0.688797443,84113
2921,1969,"19.695,46",0.578628942,84113
2922,1970,"21.686,64",0.623025305,84113
2923,1971,"23.047,10",0.648098721,84113
2924,1972,"25.511,32",0.702749457,84113
2925,1973,"23.795,16",0.642299969,84113
2926,1974,"26.123,71",0.690818689,84113
2927,1975,"31.099,83",0.805185814,84113
2928,1976,"34.495,47",0.873776732,84113
2929,1977,"37.865,44",0.937781796,84113
2930,1978,"39.313,91",0.951339179,84113
2931,1979,"42.947,90",1.014795327,84113
2932,1980,"45.239,78",1.043123042,84113
2933,1981,"50.978,63",1.146465345,84113
2934,1982,"56.523,14",1.239259047,84113
2935,1983,"57.091,52",1.219716142,84113
2936,1984,"63.838,80",1.328271941,84113
2937,1985,"63.937,81",1.294974343,84113
2938,1986,"74.564,78",1.469309199,84113
2939,1987,"74.810,47",1.433869292,84113
2940,1988,"74.531,78",1.39005973,84113
2941,1989,"72.181,23",1.311529011,84113
2942,1990,"75.943,57",1.346582307,84113
2943,1991,"78.715,82",1.364466228,84113
2944,1992,"81.264,39",1.379185401,84113
2945,1993,"93.156,47",1.54980851,84113
2946,1994,"85.312,76",1.392341946,84113
2947,1995,"95.723,37",1.533179998,84113
2948,1996,"102.030,61",1.604365105,84113
2949,1997,"108.202,17",1.670958138,84113
2950,1998,"122.243,11",1.854342271,84113
2951,1999,"125.393,07",1.868390547,84113
2952,2000,"141.326,18",2.068140433,84113
2953,2001,"125.451,74",1.80246891,84113
2954,2002,"127.193,56",1.793764997,84113
2955,2003,"147.963,45",2.048004318,84113
2956,2004,"150.911,72",2.050540499,84113
2957,2005,"167.207,87",2.231160223,84113
2958,2006,"178.615,90",2.341757815,84113
2959,2007,"193.342,58",2.491357004,84113
2960,2008,"196.796,89",2.491853031,84113
2961,2009,"198.069,34",2.462249164,84113
2962,2010,"204.677,27",2.494817067,84113
2963,2011,"220.790,07",2.635115225,84113
2998,1994,"223,687",0.071059773,49221
2999,1995,"293,36",0.092715295,49221
3000,1996,"341,031",0.106485734,49221
3001,1997,"528,048",0.161947512,49221
3002,1998,"590,387",0.176909452,49221
3003,1999,"619,723",0.180695382,49221
3004,2000,"608,722",0.172190987,49221
3005,2001,"630,724",0.172564423,49221
3006,2002,"605,055",0.159706979,49221
3007,2003,"726,066",0.184824489,49221
3008,2004,"770,07",0.189441072,49221
3009,2005,"766,403",0.182856855,49221
3010,2006,"561,051",0.130342391,49221
3011,2007,"579,386",0.131490396,49221
3012,2008,"414,371",0.092069391,49221
3013,2009,"513,38",0.111761081,49221
3014,2010,"513,38",0.109470529,49221
3015,2011,"520,714",0.108718365,49221
3016,1960,"48.928,78",1.606592711,48596
3017,1961,"53.677,55",1.74622172,48596
3018,1962,"60.054,46",1.935781533,48596
3019,1963,"58.822,35",1.879509312,48596
3020,1964,"64.410,86",2.037725257,48596
3021,1965,"71.117,80",2.225610193,48596
3022,1966,"77.729,40",2.407735709,48596
3023,1967,"86.519,20",2.647227559,48596
3024,1968,"97.157,17",2.93409754,48596
3025,1969,"96.882,14",2.897101868,48596
3026,1970,"116.929,63",3.457969859,48596
3027,1971,"128.682,36",3.763558021,48596
3028,1972,"145.026,18",4.203327913,48596
3029,1973,"155.367,12",4.462383496,48596
3030,1974,"173.152,07",4.925482397,48596
3031,1975,"181.644,85",5.11233151,48596
3032,1976,"198.443,37",5.521604916,48596
3033,1977,"195.663,79",5.379805252,48596
3034,1978,"200.493,23",5.437472164,48596
3035,1979,"203.745,85",5.476873749,48596
3036,1980,"215.003,54",5.742764043,48596
3037,1981,"207.288,18",5.492451569,48596
3038,1982,"209.906,41",5.532179658,48596
3039,1983,"204.867,96",5.373948129,48596
3040,1984,"198.953,09",5.197505001,48596
3041,1985,"201.233,96",5.237900974,48596
3042,1986,"190.467,65",4.942639092,48596
3043,1987,"190.878,35",4.941089809,48596
3044,1988,"199.033,76",5.140885817,48596
3045,1989,"226.671,94",5.843344438,48596
3046,1990,"218.597,20",5.626634657,48596
3047,1991,"225.634,18",5.794547705,48596
3048,1992,"233.921,60",5.987588918,48596
3049,1993,"219.253,60",5.594716862,48596
3050,1994,"233.404,55",5.939807762,48596
3051,1995,"241.611,30",6.134287753,48596
3052,1996,"233.305,54",5.909733061,48596
3053,1997,"252.073,25",6.368314307,48596
3054,1998,"261.541,44",6.584444749,48596
3055,1999,"282.355,33",7.071918993,48596
3056,2000,"294.434,43",7.312740021,48596
3057,2001,"297.830,07",7.307637297,48596
3058,2002,"314.518,59",7.591280782,48596
3059,2003,"321.097,19",7.611166445,48596
3060,2004,"339.428,52",7.908050681,48596
3061,2005,"353.462,13",8.097058048,48596
3062,2006,"350.037,15",7.88419571,48596
3063,2007,"358.236,56",7.920890716,48596
3064,2008,"329.281,93",7.16545181,48596
3065,2009,"288.237,20",6.216973378,48596
3066,2010,"270.881,29",5.815786526,48596
3067,2011,"270.675,94",5.790764234,48596
3100,1992,"22.995,76",14.999603416,50691
3101,1993,"18.782,37",12.570793132,50691
3102,1994,"18.327,67",12.531617475,50691
3103,1995,"16.827,86",11.713396035,50691
3104,1996,"18.811,71",13.288916172,50691
3105,1997,"18.353,34",13.113880682,50691
3106,1998,"16.508,83",11.909795146,50691
3107,1999,"15.287,72",11.073085281,50691
3108,2000,"15.181,38",10.867246248,50691
3109,2001,"15.595,75",11.235200974,50691
3110,2002,"14.935,69",10.828064668,50691
3111,2003,"17.051,55",12.43984913,50691
3112,2004,"17.216,57",12.635547319,50691
3113,2005,"16.780,19",12.385962245,50691
3114,2006,"16.189,81",12.020852979,50691
3115,2007,"18.844,71",14.056085718,50691
3116,2008,"17.491,59",13.081834431,50691
3117,2009,"14.745,01",11.048963106,50691
3118,2010,"18.338,67",13.773196643,50691
3119,2011,"18.650,36",14.049882518,50691
3120,1960,"352,032",0.015892219,50537
3121,1961,"341,031",0.015042523,50537
3122,1962,"396,036",0.017054836,50537
3123,1963,"421,705",0.017719905,50537
3124,1964,"407,037",0.016683919,50537
3125,1965,"645,392",0.025801694,50537
3126,1966,"825,075",0.032177736,50537
3127,1967,"1.074,43",0.040882781,50537
3128,1968,"1.727,16",0.064098259,50537
3129,1969,"1.668,49",0.060335134,50537
3130,1970,"1.653,82",0.058202254,50537
3131,1971,"1.851,84",0.063318889,50537
3132,1972,"1.408,13",0.046727316,50537
3133,1973,"1.752,83",0.056490424,50537
3134,1974,"1.738,16",0.05456418,50537
3135,1975,"1.210,11",0.037155796,50537
3136,1976,"1.177,11",0.035514359,50537
