,Año,CO2 (kt),CO2 per cápita (toneladas métricas),hash
1757,2001,"42.962,57",5.942384452,44511
1758,2002,"40.718,37",5.589533097,44511
1759,2003,"40.204,99",5.478264412,44511
1760,2004,"40.392,01",5.466042594,44511
1761,2005,"41.374,76",5.563281057,44511
1762,2006,"41.877,14",5.595605199,44511
1763,2007,"38.019,46",5.034944631,44511
1764,2008,"40.392,01",5.281605848,44511
1765,2009,"41.602,12",5.372291182,44511
1766,2010,"38.752,86",4.952499256,44511
1767,2011,"36.596,66",4.625229924,44511
1820,1960,"13.490,89",1.75304482,50888
1821,1961,"14.473,65",1.838272896,50888
1822,1962,"16.725,19",2.076588315,50888
1823,1963,"17.355,91",2.106925052,50888
1824,1964,"17.524,59",2.080412635,50888
1825,1965,"17.766,62",2.062989124,50888
1826,1966,"18.793,38",2.134900941,50888
1827,1967,"19.259,08",2.140990127,50888
1828,1968,"21.224,60",2.310136976,50888
1829,1969,"22.555,72",2.405428706,50888
1830,1970,"24.664,24",2.579437616,50888
1831,1971,"27.095,46",2.781424141,50888
1832,1972,"28.191,90",2.842911421,50888
1833,1973,"27.652,85",2.741331765,50888
1834,1974,"25.955,03",2.530944779,50888
1835,1975,"23.014,09",2.208521015,50888
1836,1976,"24.103,19",2.277272419,50888
1837,1977,"23.109,43",2.150449344,50888
1838,1978,"22.948,09",2.103804022,50888
1839,1979,"24.862,26",2.245873109,50888
1840,1980,"25.265,63",2.248964336,50888
1841,1981,"24.554,23",2.153787614,50888
1842,1982,"20.615,87",1.781971945,50888
1843,1983,"20.839,56",1.77477941,50888
1844,1984,"22.200,02",1.862197809,50888
1845,1985,"21.503,29",1.775872572,50888
1846,1986,"22.247,69",1.808137349,50888
1847,1987,"22.673,06",1.812758965,50888
1848,1988,"26.926,78",2.117466603,50888
1849,1989,"32.386,94",2.505083076,50888
1850,1990,"33.314,70",2.535133011,50888
1851,1991,"31.323,51",2.345618342,50888
1852,1992,"32.474,95",2.393682526,50888
1853,1993,"34.627,48",2.513121072,50888
1854,1994,"38.103,80",2.724034867,50888
1855,1995,"41.745,13",2.94104334,50888
1856,1996,"48.499,74",3.368968784,50888
1857,1997,"56.394,79",3.864226566,50888
1858,1998,"57.641,57",3.897700791,50888
1859,1999,"61.513,93",4.106270865,50888
1860,2000,"58.815,01",3.876961939,50888
1861,2001,"53.549,20",3.486635212,50888
1862,2002,"55.335,03",3.55976955,50888
1863,2003,"55.602,72",3.534984654,50888
1864,2004,"60.054,46",3.77389618,50888
1865,2005,"61.818,29",3.84046304,50888
1866,2006,"64.814,23",3.98128427,50888
1867,2007,"71.638,51",4.35156491,50888
1868,2008,"71.851,20",4.316439805,50888
1869,2009,"66.805,41",3.969434147,50888
1870,2010,"72.258,24",4.24672531,50888
1871,2011,"79.408,89",4.61644538,50888
1872,1960,"780.726,30",1.170381372,74466
1873,1961,"552.066,85",0.836046901,74466
1874,1962,"440.359,03",0.661428164,74466
1875,1963,"436.695,70",0.640001899,74466
1876,1964,"436.923,05",0.625646054,74466
1877,1965,"475.972,93",0.665524211,74466
1878,1966,"522.789,52",0.710891382,74466
1879,1967,"433.234,05",0.574162147,74466
1880,1968,"468.928,63",0.605451997,74466
1881,1969,"577.237,14",0.725149509,74466
1882,1970,"771.617,47",0.942934535,74466
1883,1971,"876.633,02",1.042239697,74466
1884,1972,"931.575,68",1.080676637,74466
1885,1973,"968.542,71",1.098195691,74466
1886,1974,"988.014,48",1.097367111,74466
1887,1975,"1.145.607,47",1.250124095,74466
1888,1976,"1.196.193,74",1.285283136,74466
1889,1977,"1.310.310,78",1.388842897,74466
1890,1978,"1.462.168,58",1.52920111,74466
1891,1979,"1.494.859,88",1.542675099,74466
1892,1980,"1.467.192,37",1.495250749,74466
1893,1981,"1.451.501,28",1.460431817,74466
1894,1982,"1.580.260,65",1.566739684,74466
1895,1983,"1.667.029,20",1.629055908,74466
1896,1984,"1.814.908,31",1.75044806,74466
1897,1985,"1.966.553,43",1.871054791,74466
1898,1986,"2.068.969,07",1.939434257,74466
1899,1987,"2.209.708,53",2.038410689,74466
1900,1988,"2.369.501,72",2.150905225,74466
1901,1989,"2.408.540,61",2.153077911,74466
1902,1990,"2.460.744,02",2.167703077,74466
1903,1991,"2.584.538,27",2.245901276,74466
1904,1992,"2.695.982,07",2.31420729,74466
1905,1993,"2.878.694,01",2.442800659,74466
1906,1994,"3.058.241,33",2.565993892,74466
1907,1995,"3.320.285,15",2.755754966,74466
1908,1996,"3.463.089,13",2.844309582,74466
1909,1997,"3.469.510,05",2.820567891,74466
1910,1998,"3.324.344,52",2.67674598,74466
1911,1999,"3.318.055,61",2.648649247,74466
1912,2000,"3.405.179,87",2.696862433,74466
1913,2001,"3.487.566,36",2.742120813,74466
1914,2002,"3.694.242,14",2.885225041,74466
1915,2003,"4.525.177,01",3.512245428,74466
1916,2004,"5.288.166,03",4.080138906,74466
1917,2005,"5.790.016,98",4.441150695,74466
1918,2006,"6.414.463,08",4.892727098,74466
1919,2007,"6.791.804,71",5.153564017,74466
1920,2008,"7.035.443,86",5.311151855,74466
1921,2009,"7.692.210,90",5.778143184,74466
1922,2010,"8.256.969,23",6.172488876,74466
1923,2011,"9.019.518,22",6.710301991,74466
1924,1960,"462,042",0.132972288,76511
1925,1961,"553,717",0.153721674,76511
1926,1962,"586,72",0.156855909,76511
1927,1963,"623,39",0.160260308,76511
1928,1964,"762,736",0.188344991,76511
1929,1965,"1.173,44",0.27808355,76511
1930,1966,"1.294,45",0.294189799,76511
1931,1967,"1.488,80",0.324270273,76511
1932,1968,"1.763,83",0.367893244,76511
1933,1969,"2.086,52",0.416391703,76511
1934,1970,"2.442,22",0.465902722,76511
1935,1971,"2.706,25",0.49315711,76511
1936,1972,"3.014,27",0.524437451,76511
1937,1973,"3.208,63",0.53286982,76511
1938,1974,"3.560,66",0.564472595,76511
1939,1975,"3.989,70",0.603914238,76511
1940,1976,"3.964,03",0.573142555,76511
1941,1977,"4.055,70",0.560377127,76511
1942,1978,"4.818,44",0.636554737,76511
1943,1979,"5.423,49",0.685443084,76511
1944,1980,"6.222,90",0.75287183,76511
1945,1981,"4.466,41",0.517596868,76511
1946,1982,"6.109,22",0.678621479,76511
1947,1983,"4.840,44",0.515857499,76511
1948,1984,"5.405,16",0.553291013,76511
1949,1985,"7.326,67",0.721268183,76511
1950,1986,"5.966,21",0.565616732,76511
1951,1987,"7.682,37",0.702227983,76511
1952,1988,"9.160,17",0.807979838,76511
1953,1989,"8.522,11",0.725613209,76511
1954,1990,"5.797,53",0.476538744,76511
1955,1991,"5.636,18",0.447281467,76511
1956,1992,"4.624,09",0.35442017,76511
1957,1993,"5.892,87",0.436518645,76511
1958,1994,"5.251,14",0.376324148,76511
1959,1995,"7.132,32",0.49515042,76511
1960,1996,"8.379,10",0.564165507,76511
1961,1997,"8.173,74",0.534357649,76511
1962,1998,"6.912,30",0.439476295,76511
1963,1999,"6.266,90",0.388336309,76511
1964,2000,"6.791,28",0.411145743,76511
1965,2001,"7.726,37",0.458120175,76511
1966,2002,"7.286,33",0.423983154,76511
1967,2003,"5.460,16",0.312160239,76511
1968,2004,"7.664,03",0.430502632,76511
1969,2005,"7.825,38",0.431561606,76511
1970,2006,"6.996,64",0.378474934,76511
1971,2007,"6.882,96",0.364908082,76511
1972,2008,"6.871,96",0.356768972,76511
1973,2009,"5.856,20",0.297496879,76511
1974,2010,"5.885,54",0.292351513,76511
1975,2011,"6.446,59",0.312877703,76511
1976,1960,"271,358",0.050613584,50667
1977,1961,"282,359",0.051577046,50667
1978,1962,"289,693",0.051788526,50667
1979,1963,"300,694",0.052576832,50667
1980,1964,"337,364",0.057664585,50667
1981,1965,"311,695",0.052056133,50667
1982,1966,"344,698",0.056222241,50667
1983,1967,"458,375",0.072981015,50667
1984,1968,"506,046",0.078613276,50667
1985,1969,"572,052",0.086668255,50667
1986,1970,"638,058",0.094234398,50667
1987,1971,"810,407",0.116624672,50667
1988,1972,"861,745",0.120787752,50667
1989,1973,"898,415",0.122602408,50667
1990,1974,"975,422",0.129543206,50667
1991,1975,"1.162,44",0.150182114,50667
1992,1976,"1.092,77",0.137290785,50667
1993,1977,"1.565,81",0.191235906,50667
1994,1978,"2.002,18",0.237627774,50667
1995,1979,"1.829,83",0.210964199,50667
1996,1980,"3.905,36",0.43722594,50667
1997,1981,"5.342,82",0.580668865,50667
1998,1982,"6.343,91",0.669143785,50667
1999,1983,"6.589,60",0.674434462,50667
2000,1984,"6.057,88",0.601530825,50667
2001,1985,"6.475,92",0.623818598,50667
2002,1986,"2.005,85",0.187436983,50667
2003,1987,"1.855,50",0.168200107,50667
2004,1988,"2.211,20",0.194470042,50667
2005,1989,"7.638,36",0.651905547,50667
2006,1990,"1.738,16",0.144002179,50667
2007,1991,"1.111,10",0.08938642,50667
2008,1992,"3.795,35",0.296586888,50667
2009,1993,"3.898,02",0.295997525,50667
2010,1994,"3.817,35",0.281789095,50667
2011,1995,"4.363,73",0.313270864,50667
2012,1996,"4.602,09",0.321437704,50667
2013,1997,"3.215,96",0.218624577,50667
2014,1998,"3.208,63",0.212370347,50667
2015,1999,"3.080,28",0.198545221,50667
2016,2000,"3.432,31",0.215493084,50667
2017,2001,"3.421,31",0.209262636,50667
2018,2002,"3.417,64",0.203680529,50667
2019,2003,"3.795,35",0.220421346,50667
2020,2004,"3.956,69",0.223952228,50667
2021,2005,"3.696,34",0.20391329,50667
2022,2006,"3.861,35",0.207631788,50667
2023,2007,"5.834,20",0.305805976,50667
2024,2008,"5.544,50",0.283310454,50667
2025,2009,"6.673,94",0.332458227,50667
2026,2010,"6.706,94",0.325727347,50667
2027,2011,"5.661,85",0.268091793,50667
2028,1960,"223,687",0.220689812,85820
2029,1961,"267,691",0.257403607,85820
2030,1962,"238,355",0.223260157,85820
2031,1963,"234,688",0.214033353,85820
2032,1964,"267,691",0.2376092,85820
2033,1965,"245,689",0.212184074,85820
2034,1966,"308,028",0.258768558,85820
2035,1967,"322,696",0.263631692,85820
2036,1968,"451,041",0.358199319,85820
2037,1969,"502,379",0.387597144,85820
2038,1970,"572,052",0.428474485,85820
2039,1971,"685,729",0.498281123,85820
2040,1972,"663,727",0.467642262,85820
2041,1973,"1.221,11",0.834062588,85820
2042,1974,"1.624,48",1.075900734,85820
2043,1975,"1.100,10",0.706820714,85820
2044,1976,"1.235,78",0.770701976,85820
2045,1977,"480,377",0.290937622,85820
2046,1978,"322,696",0.189845633,85820
2047,1979,"348,365",0.199081755,85820
2048,1980,"407,037",0.225919804,85820
2049,1981,"473,043",0.254955963,85820
2050,1982,"1.345,79",0.704306573,85820
2051,1983,"1.144,10",0.581473026,85820
2052,1984,"1.140,44",0.563089783,85820
2053,1985,"1.279,78",0.614203071,85820
2054,1986,"1.067,10",0.498054869,85820
2055,1987,"1.323,79",0.601145903,85820
2056,1988,"1.499,80",0.662897526,85820
2057,1989,"1.507,14",0.648540594,85820
2058,1990,"1.188,11",0.497852264,85820
2059,1991,"1.265,12",0.516347125,85820
2060,1992,"1.573,14",0.625527306,85820
2061,1993,"1.543,81",0.598072061,85820
2062,1994,"2.148,86",0.810902337,85820
2063,1995,"1.565,81",0.575394934,85820
2064,1996,"1.716,16",0.613810994,85820
2065,1997,"2.343,21",0.815416904,85820
2066,1998,"777,404",0.263258078,85820
2067,1999,"821,408",0.270915699,85820
2068,2000,"1.048,76",0.33730179,85820
2069,2001,"766,403",0.240713305,85820
2070,2002,"575,719",0.176770805,85820
2071,2003,"916,75",0.275171061,85820
2072,2004,"949,753",0.278308394,85820
2073,2005,"1.239,45",0.353815464,85820
2074,2006,"1.118,44",0.31028035,85820
2075,2007,"1.213,78",0.32666481,85820
2076,2008,"1.309,12",0.34155941,85820
2077,2009,"1.705,16",0.431598927,85820
2078,2010,"1.925,18",0.473472226,85820
2079,2011,"2.247,87",0.538098379,85820
2080,1960,"16.409,83",0.995718607,61150
2081,1961,"18.217,66",1.072742918,61150
2082,1962,"19.442,43",1.11098569,61150
2083,1963,"21.257,60",1.178780737,61150
2084,1964,"21.708,64",1.168263519,61150
2085,1965,"22.885,75",1.195438989,61150
2086,1966,"23.501,80",1.19168653,61150
2087,1967,"24.715,58",1.216834769,61150
2088,1968,"26.604,09",1.27261456,61150
2089,1969,"28.048,88",1.305148707,61150
2090,1970,"28.404,58",1.287534856,61150
2091,1971,"30.326,09",1.341150986,61150
2092,1972,"31.481,20",1.360066658,61150
2093,1973,"33.699,73",1.423460807,61150
2094,1974,"36.479,32",1.50691023,61150
2095,1975,"35.896,26",1.449945791,61150
2096,1976,"38.089,13",1.504107306,61150
2097,1977,"39.354,24",1.519168331,61150
2098,1978,"41.682,79",1.572806523,61150
2099,1979,"44.433,04",1.638778565,61150
2100,1980,"44.356,03",1.59911255,61150
2101,1981,"44.458,71",1.566771773,61150
2102,1982,"45.914,51",1.581777555,61150
2103,1983,"49.449,50",1.665689867,61150
2104,1984,"48.980,12",1.613838111,61150
2105,1985,"48.378,73",1.56001615,61150
2106,1986,"49.101,13",1.55040957,61150
2107,1987,"50.487,26",1.561896635,61150
2108,1988,"52.445,43",1.590434763,61150
2109,1989,"53.233,84",1.583188771,61150
2110,1990,"57.337,21",1.673025884,61150
2111,1991,"57.120,86",1.635914748,61150
2112,1992,"62.049,31",1.744983272,61150
2113,1993,"64.022,15",1.768803766,61150
2114,1994,"67.571,81",1.8350167,61150
2115,1995,"59.614,42",1.592181263,61150
2116,1996,"60.527,50",1.590776062,61150
2117,1997,"64.909,57",1.679619098,61150
2118,1998,"65.976,66",1.681617087,61150
2119,1999,"56.512,14",1.419215476,61150
2120,2000,"57.923,93",1.433620205,61150
2121,2001,"56.273,78",1.372902655,61150
2122,2002,"55.661,39",1.33889957,61150
2123,2003,"57.421,55",1.362245036,61150
2124,2004,"55.071,01",1.28898988,61150
2125,2005,"60.945,54",1.407985319,61150
2126,2006,"62.940,39",1.435823423,61150
2127,2007,"62.430,68",1.406899642,61150
2128,2008,"65.158,92",1.451147307,61150
2129,2009,"67.432,46",1.484764251,61150
2130,2010,"78.583,81",1.711390678,61150
2131,2011,"72.423,25",1.560629099,61150
2132,1960,"11,001",0.058289002,49342
2133,1961,"11,001",0.057348249,49342
2134,1962,"11,001",0.056426959,49342
2135,1963,"11,001",0.055503141,49342
2136,1964,"11,001",0.054550864,49342
2137,1965,"14,668",0.071407707,49342
2138,1966,"18,335",0.087502863,49342
2139,1967,"18,335",0.085662359,49342
2140,1968,"18,335",0.083800287,49342
2141,1969,"18,335",0.081988472,49342
2142,1970,"29,336",0.128417154,49342
2143,1971,"29,336",0.12583807,49342
2144,1972,"29,336",0.123365728,49342
2145,1973,"29,336",0.120786413,49342
2146,1974,"29,336",0.117852652,49342
2147,1975,"33,003",0.128762548,49342
2148,1976,"40,337",0.152080804,49342
2149,1977,"40,337",0.146415919,49342
2150,1978,"29,336",0.10236476,49342
2151,1979,"22,002",0.073890484,49342
2152,1980,"47,671",0.154516106,49342
2153,1981,"47,671",0.149598787,49342
2154,1982,"47,671",0.145181282,49342
2155,1983,"47,671",0.141099827,49342
2156,1984,"47,671",0.137163787,49342
2157,1985,"55,005",0.153761646,49342
2158,1986,"51,338",0.139337699,49342
2159,1987,"58,672",0.154567177,49342
2160,1988,"62,339",0.159380569,49342
2161,1989,"62,339",0.154686193,49342
2162,1990,"77,007",0.185494672,49342
2163,1991,"77,007",0.18010974,49342
2164,1992,"77,007",0.17491573,49342
2165,1993,"77,007",0.169922858,49342
2166,1994,"77,007",0.165141569,49342
2167,1995,"80,674",0.168220129,49342
2168,1996,"66,006",0.133892113,49342
2169,1997,"66,006",0.130311436,49342
2170,1998,"73,34",0.140989657,49342
2171,1999,"80,674",0.151100656,49342
2172,2000,"84,341",0.153992361,49342
2173,2001,"88,008",0.156730333,49342
2174,2002,"91,675",0.159316196,49342
2175,2003,"99,009",0.167954198,49342
2176,2004,"102,676",0.170030255,49342
2177,2005,"110,01",0.177827852,49342
2178,2006,"121,011",0.190925098,49342
2179,2007,"117,344",0.180694914,49342
2180,2008,"121,011",0.181858212,49342
2181,2009,"121,011",0.177475819,49342
2182,2010,"132,012",0.188940811,49342
2183,2011,"157,681",0.220233473,49342
2184,1960,"22,002",0.108750667,58441
2185,1961,"22,002",0.106827606,58441
2186,1962,"18,335",0.086950955,58441
2187,1963,"14,668",0.067621581,58441
2188,1964,"29,336",0.131049702,58441
2189,1965,"25,669",0.110916185,58441
2190,1966,"22,002",0.091764853,58441
2191,1967,"18,335",0.07371358,58441
2192,1968,"29,336",0.113935948,58441
2193,1969,"36,67",0.138437435,58441
2194,1970,"36,67",0.135715793,58441
2195,1971,"36,67",0.134296272,58441
2196,1972,"51,338",0.187510044,58441
2197,1973,"62,339",0.228171633,58441
2198,1974,"66,006",0.242215853,58441
2199,1975,"77,007",0.282516739,58441
2200,1976,"73,34",0.268031064,58441
2201,1977,"80,674",0.292849909,58441
2202,1978,"209,019",0.751456038,58441
2203,1979,"249,356",0.885638685,58441
2204,1980,"121,011",0.423709467,58441
2205,1981,"33,003",0.113635738,58441
2206,1982,"36,67",0.123855427,58441
2207,1983,"36,67",0.121353922,58441
2208,1984,"84,341",0.27361144,58441
2209,1985,"84,341",0.268622442,58441
2210,1986,"58,672",0.183831984,58441
2211,1987,"80,674",0.249015347,58441
2212,1988,"73,34",0.223012154,58441
2213,1989,"80,674",0.241197346,58441
2214,1990,"88,008",0.257894367,58441
2215,1991,"91,675",0.262433944,58441
2216,1992,"102,676",0.286426035,58441
2217,1993,"102,676",0.278690527,58441
2218,1994,"110,01",0.290445476,58441
2219,1995,"113,677",0.292111647,58441
2220,1996,"139,346",0.348794017,58441
2221,1997,"143,013",0.348978173,58441
2222,1998,"154,014",0.366801307,58441
2223,1999,"172,349",0.401207237,58441
2224,2000,"187,017",0.426262203,58441
2225,2001,"209,019",0.467230869,58441
2226,2002,"245,689",0.539506276,58441
2227,2003,"253,023",0.546869833,58441
2228,2004,"264,024",0.562968965,58441
2229,2005,"293,36",0.618610614,58441
2230,2006,"308,028",0.644052983,58441
2231,2007,"370,367",0.769548992,58441
2232,2008,"286,026",0.591177784,58441
2233,2009,"304,361",0.625391176,58441
2234,2010,"293,36",0.598231164,58441
2235,2011,"425,372",0.859061433,58441
2236,1960,"491,378",0.368614042,67478
2237,1961,"491,378",0.3555763,67478
2238,1962,"550,05",0.383956811,67478
2239,1963,"601,388",0.405108211,67478
2240,1964,"674,728",0.438980244,67478
2241,1965,"847,077",0.532878509,67478
2242,1966,"993,757",0.605141674,67478
2243,1967,"876,413",0.517145991,67478
2244,1968,"1.037,76",0.59406882,67478
2245,1969,"1.147,77",0.638248027,67478
2246,1970,"1.250,45",0.67632931,67478
2247,1971,"1.529,14",0.805502732,67478
2248,1972,"1.763,83",0.905898057,67478
2249,1973,"2.046,19",1.025274785,67478
2250,1974,"1.906,84",0.932175715,67478
2251,1975,"2.038,85",0.972080804,67478
2252,1976,"2.086,52",0.969802816,67478
2253,1977,"2.614,57",1.184281843,67478
2254,1978,"2.922,60",1.289674175,67478
2255,1979,"2.794,25",1.200947433,67478
2256,1980,"2.464,22",1.031354253,67478
2257,1981,"2.251,54",0.917449667,67478
2258,1982,"2.086,52",0.827603372,67478
2259,1983,"2.104,86",0.812707824,67478
2260,1984,"2.002,18",0.752764523,67478
2261,1985,"2.266,21",0.830041854,67478
2262,1986,"2.607,24",0.930828287,67478
2263,1987,"2.757,58",0.960090021,67478
2264,1988,"2.940,93",0.998768577,67478
2265,1989,"2.973,94",0.98508887,67478
2266,1990,"2.955,60",0.954653659,67478
2267,1991,"3.336,97",1.050797725,67478
2268,1992,"3.791,68",1.163997258,67478
2269,1993,"3.953,03",1.1831847,67478
2270,1994,"5.269,48",1.538223226,67478
2271,1995,"4.866,11",1.385990587,67478
2272,1996,"4.748,77",1.320299561,67478
2273,1997,"4.987,12",1.354192887,67478
2274,1998,"5.317,15",1.411369579,67478
2275,1999,"5.522,50",1.434891295,67478
2276,2000,"5.474,83",1.394701499,67478
2277,2001,"5.760,86",1.441367344,67478
2278,2002,"6.325,58",1.556793302,67478
2279,2003,"6.626,27",1.605990591,67478
2280,2004,"6.930,63",1.655258048,67478
2281,2005,"6.868,29",1.616889089,67478
2282,2006,"7.099,31",1.647634719,67478
2283,2007,"8.122,41",1.85890149,67478
2284,2008,"8.327,76",1.880064504,67478
2285,2009,"7.601,69",1.693682921,67478
2286,2010,"7.568,69",1.665177867,67478
2287,2011,"7.843,71",1.704974495,67478
2288,1960,"13.699,91",1.91845183,47658
2289,1961,"12.181,77",1.671064667,47658
2290,1962,"14.169,29",1.90181472,47658
2291,1963,"13.039,85",1.711635275,47658
2292,1964,"14.293,97",1.835583986,47658
2293,1965,"14.609,33",1.837205769,47658
2294,1966,"15.185,05",1.872286765,47658
2295,1967,"15.749,77",1.905932767,47658
2296,1968,"16.035,79",1.905998327,47658
2297,1969,"17.260,57",2.01567021,47658
2298,1970,"18.672,36",2.142524437,47658
2299,1971,"19.607,45",2.21054512,47658
2300,1972,"20.799,22",2.304546808,47658
2301,1973,"22.398,04",2.440923225,47658
2302,1974,"22.911,42",2.459528021,47658
2303,1975,"27.066,13",2.867646842,47658
2304,1976,"27.223,81",2.852372544,47658
2305,1977,"29.402,01",3.051685697,47658
2306,1978,"30.689,12",3.160115444,47658
2307,1979,"31.712,22",3.243457618,47658
2308,1980,"31.400,52",3.192674723,47658
2309,1981,"32.749,98",3.313360115,47658
2310,1982,"34.554,14",3.481308771,47658
2311,1983,"30.843,14",3.094608534,47658
2312,1984,"32.603,30",3.254776725,47658
2313,1985,"32.577,63",3.230949153,47658
2314,1986,"33.567,72",3.301310445,47658
2315,1987,"33.952,75",3.306246029,47658
2316,1988,"35.635,91",3.433435911,47658
2317,1989,"35.738,58",3.408183015,47658
2318,1990,"33.494,38",3.165197359,47658
2319,1991,"29.655,03",2.780703726,47658
2320,1992,"31.385,85",2.923482748,47658
2321,1993,"29.380,00",2.72098649,47658
2322,1994,"32.247,60",2.9711882,47658
2323,1995,"25.709,34",2.357346768,47658
2324,1996,"26.996,45",2.464220658,47658
2325,1997,"24.649,57",2.240782566,47658
2326,1998,"24.499,23",2.218752437,47658
2327,1999,"25.331,64",2.286144333,47658
2328,2000,"26.083,37",2.346304827,47658
2329,2001,"25.452,65",2.282447286,47658
2330,2002,"26.090,71",2.332747256,47658
2331,2003,"25.485,65",2.272494018,47658
2332,2004,"25.005,27",2.224533836,47658
2333,2005,"26.006,36",2.309408038,47658
2334,2006,"27.407,16",2.430747165,47658
2335,2007,"26.794,77",2.374571685,47658
2336,2008,"30.443,43",2.696438401,47658
2337,2009,"29.897,05",2.646355786,47658
2338,2010,"38.360,49",3.392291813,47658
2339,2011,"35.921,93",3.172315091,47658
2392,1960,"11,001",1.39837295,77172
2393,1961,"11,001",1.370670321,77172
2394,1962,"11,001",1.351142225,77172
2395,1963,"11,001",1.337019932,77172
2396,1964,"11,001",1.325581395,77172
2397,1965,"11,001",1.314179907,77172
2398,1966,"18,335",2.171878702,77172
2399,1967,"14,668",1.72200047,77172
2400,1968,"22,002",2.548887859,77172
2401,1969,"44,004",4.982901144,77172
2402,1970,"36,67",4.010279965,77172
2403,1971,"44,004",4.591881457,77172
2404,1972,"55,005",5.426161586,77172
2405,1973,"58,672",5.440148354,77172
2406,1974,"55,005",4.785540282,77172
2407,1975,"58,672",4.794247426,77172
2408,1976,"69,673",5.351228879,77172
2409,1977,"73,34",5.299132948,77172
2410,1978,"95,342",6.502216463,77172
2411,1979,"95,342",6.172201722,77172
2412,1980,"165,015",10.208797327,77172
2413,1981,"157,681",9.388568026,77172
2414,1982,"165,015",9.507115285,77172
2415,1983,"172,349",9.622522472,77172
2416,1984,"187,017",10.085584857,77172
2417,1985,"194,351",10.062179653,77172
2418,1986,"205,352",10.138836773,77172
2419,1987,"216,353",10.136953568,77172
2420,1988,"227,354",10.08713785,77172
2421,1989,"260,357",10.95041218,77172
2422,1990,"253,023",10.11727778,77172
2423,1991,"275,025",10.492732059,77172
2424,1992,"311,695",11.374899642,77172
2425,1993,"333,697",11.646551724,77172
2426,1994,"366,7",12.200964898,77172
2427,1995,"366,7",11.578050013,77172
2428,1996,"388,702",11.590934844,77172
2429,1997,"407,037",11.434908417,77172
2430,1998,"425,372",11.270520905,77172
2431,1999,"421,705",10.592941472,77172
2432,2000,"454,708",10.908192395,77172
2433,2001,"454,708",10.497218182,77172
2434,2002,"469,376",10.490724599,77172
2435,2003,"480,377",10.435718631,77172
2436,2004,"462,042",9.768536333,77172
2437,2005,"480,377",9.879624869,77172
2438,2006,"484,044",9.675461741,77172
2439,2007,"583,053",11.325815851,77172
2440,2008,"594,054",11.224449693,77172
2441,2009,"561,051",10.335285991,77172
2442,2010,"564,718",10.173449351,77172
2443,2011,"583,053",10.304931071,77172
2444,1960,"887,414",1.548907456,47502
2445,1961,"865,412",1.501421768,47502
2446,1962,"905,749",1.567877983,47502
2447,1963,"986,423",1.706874057,47502
2448,1964,"1.001,09",1.730108584,47502
2449,1965,"1.151,44",1.981919924,47502
2450,1966,"1.243,11",2.123850397,47502
2451,1967,"1.364,12",2.306975769,47502
2452,1968,"1.624,48",2.714294785,47502
2453,1969,"1.672,15",2.758794094,47502
2454,1970,"1.705,16",2.778849742,47502
2455,1971,"1.884,84",3.035850272,47502
2456,1972,"2.405,55",3.830496815,47502
2457,1973,"2.500,89",3.937739821,47502
2458,1974,"1.925,18",2.997151019,47502
2459,1975,"1.980,18",3.047579472,47502
2460,1976,"2.464,22",3.747721003,47502
2461,1977,"2.669,58",4.011215155,47502
2462,1978,"2.808,92",4.172170302,47502
2463,1979,"3.003,27",4.416493508,47502
2464,1980,"3.208,63",4.681349448,47502
2465,1981,"3.047,28",4.421643042,47502
2466,1982,"3.102,28",4.48493952,47502
2467,1983,"3.098,62",4.464387083,47502
2468,1984,"3.182,96",4.561958502,47502
2469,1985,"3.102,28",4.408573057,47502
2470,1986,"3.545,99",4.977944521,47502
2471,1987,"4.121,71",5.697846222,47502
2472,1988,"4.129,04",5.606477867,47502
2473,1989,"4.341,73",5.78090053,47502
2474,1990,"4.653,42",6.070122918,47502
2475,1991,"4.741,43",6.054400374,47502
2476,1992,"5.276,81",6.590579022,47502
2477,1993,"5.485,83",6.69972912,47502
2478,1994,"5.636,18",6.732450912,47502
2479,1995,"5.551,84",6.490424824,47502
2480,1996,"5.764,52",6.601260126,47502
2481,1997,"5.885,54",6.607518751,47502
2482,1998,"6.391,58",7.038876041,47502
2483,1999,"6.475,92",6.997282524,47502
2484,2000,"6.849,96",7.261794131,47502
2485,2001,"6.846,29",7.120558679,47502
2486,2002,"7.022,31",7.166472936,47502
2487,2003,"7.748,37",7.762732054,47502
2488,2004,7.334,7.219733281,47502
2489,2005,"7.502,68",7.265914897,47502
2490,2006,"7.788,71",7.429896031,47502
2491,2007,"8.188,41",7.702824917,47502
2492,2008,"8.540,44",7.929771311,47502
2493,2009,"8.111,40",7.438338502,47502
2494,2010,"7.708,03",6.983907546,47502
2495,2011,"7.521,02",6.735375823,47502
2528,1992,"138.667,61",13.437925393,78399
2529,1993,"133.035,09",12.878698975,78399
2530,1994,"126.053,13",12.198390065,78399
2531,1995,"123.651,24",11.97329435,78399
2532,1996,"125.470,07",12.16356186,78399
2533,1997,"127.552,93",12.378814672,78399
2534,1998,"122.470,47",11.896835873,78399
2535,1999,"111.938,84",10.884905279,78399
2536,2000,"123.684,24",12.060797969,78399
2537,2001,"123.548,56",12.092917755,78399
2538,2002,"119.551,53",11.724283499,78399
2539,2003,"121.700,40",11.938436323,78399
2540,2004,"116.320,91",11.40725261,78399
2541,2005,"120.108,92",11.762450035,78399
2542,2006,"122.162,44",11.931201432,78399
